Please rephrase the text	Positive
I still have around four days until my due date, but it feels like forever until she decides to come.	1
My beautiful son arrived at 3:22am, weighing 7 lbs 14 oz, and measuring 20 inches in length. He is absolutely perfect.	1
A male infant was born on September 6, 2017 weighing 7 pounds and 15 ounces, and measuring 20 inches in length.	1
Alicio Miguel Rivera was born on July 16th, 2017 at 10:06 pm, weighing 6 pounds 11 ounces and measuring 20 1/2 inches. Notably, he already has a head of hair.	1
We are delighted parents, as we welcome our beautiful baby girl, Gabriella Ann Marie Rivera. She weighs 7 pounds and 7 ounces, and measures 19 and 3/4 inches long. We couldn't be happier!	1
Kaidence Chaniya Mitchell was born in the afternoon at 3:20 pm, with a weight of 6 pounds and 5 ounces.	1
Allow me to formally present baby Yadi. He came into this world on June 3rd, 2016 at 5:13pm, weighing a hefty 10lb 3oz and measuring 22 inches in length.	1
People are not hesitant to share their opinions when they hear that I am 40 weeks pregnant, as if it is necessary for me to care about what they think.	1
Absolutely! This little one was just born yesterday on 7/11 at 10:11 pm, weighing in at 7 lb 11 oz.	1
Today marks the completion of 37 weeks of pregnancy for me!	1
Alexis Daniel Torres has finally arrived! He came into the world on September 20, 2015 at 7:50 pm, with a weight of 7lbs 13oz and a length of 20in.	1
Albie George William Lane arrived at 10:25pm, weighing an impressive 9lb 14oz. He bears a striking resemblance to his father.	1
Joseph Matthew Baucco Jr. was born in the morning, weighing 8lbs 4oz and measuring 19 1/2 inches. I have a deep love for him.	1
Based on Nyla's growth, today marks the anticipated day of my delivery.	1
People often mention how large Poppy is considering her age wherever we go. It seems that being born at a weight of 8lb 13oz set her up to be quite big.	1
I hardly ever have time to rest. I am only two weeks away from my due date and I am going grocery shopping alone and carrying all the bags by myself.	1
Hazel Ann Weickum was born at 7:20 pm, weighing 7 lbs 7 oz and measuring 20 inches in length. She is a wonderful and precious gift.	1
I'm amazed that we're now officially parents! Our baby girl Ivy came into this world yesterday morning at 8:46 am. She weighs 8 pounds and 12 ounces and it took 14 hours of labor for her to arrive. It's truly a miracle!	1
I am filled with joy as July approaches, with only 8 days remaining until my baby is due.	1
I'm currently 37 weeks along in my pregnancy, with my official due date being December 22nd. However, I am already 2-3 centimeters dilated as of Monday. We are fully prepared and waiting for the baby to come whenever they are ready.	1
There are only 9 days left until Christmas and 15 days until my baby is due.	1
Today marks my 38th week of pregnancy, which means there are only 2 more weeks left until my due date.	1
Baby Michael has made his entrance into the world, weighing in at 7 pounds and 15 ounces!	1
Harrison entered this world tonight at 7:51, weighing a healthy 8 pounds 6 ounces. It's incredible how quickly time passes when you become a parent.	1
I am delighted to announce the arrival of my precious baby boy this morning. He weighs 9lbs 9oz and brings immense happiness to our lives.	1
I've just come to the realization that my deadline is only 18 days from now. It's incredible and hard to believe! #babybrynn	1
Today marks 39 weeks, meaning there is just one more week until my due date. I am eagerly waiting for my G5 to arrive, hoping that it will come any day now!	1
Exactly one year ago today, @zanne1111973 came very close to accurately predicting the exact time and details of littleman's birth. On April 29th, at 5:05 am, littleman arrived weighing 8 pounds and 2 ounces.	1
Oh my goodness. I just went through some old pictures of when Easton was born and he was so tiny! What happened to my baby who weighed 7 pounds 14 ounces and was 20 inches long?!	1
The story of my baby's birth! My baby, Susan Ollyne, arrived earlier than expected, weighing 8 lbs 14 ozs and measuring 20 inches. She is absolutely perfect.	1
I am currently 40 weeks and 4 days into my pregnancy.	1
My deadline is coming up tomorrow	1
On August 10th, 2015 at 5:25 PM, a baby named Kaleb Alexander Campos was born. He weighs 8 lbs 12 oz and measures 21 inches in length.	1
OMG Paty, can you believe it? I'm in my 41st week of pregnancy! That's the longest wait so far! I'm currently 38 weeks along and already dilated to a 3, and I just can't handle the wait anymore.	1
Hello everyone! Today is Wednesday, and tomorrow is the day I am expected to give birth. However, I am still waiting as I am still pregnant.	1
I am getting closer to my due date, with only a few weeks left. I want to remain as relaxed as possible. I have some time to myself this week and hope that my baby will stay inside me until his expected arrival date.	1
Today marks the expected day of arrival for our little one, Javion Tyler. We are eagerly anticipating his arrival and cannot wait to finally meet him.	1
Today is the 4th of July, which happens to be my expected delivery date. However, this photo is not taken in a hospital. Baby… http://instagram.com/p/qC-jY6l-xx/	1
Now that I've reached the end of my pregnancy, I'm eager to try any natural methods that can help induce labor. I can't wait to finally meet my baby!	1
Today, a girl made a hilarious mistake by assuming that I was only in my fourth or fifth month of pregnancy. In reality, I am actually due to give birth in just 20 days.	1
I am eagerly awaiting the arrival of my baby, and although the due date is in 8 days, I am hoping that he will come sooner rather than later, even if he is a little stubborn.	1
We are overjoyed to announce that our little bundle of joy, Baby CeCe, has arrived! Celia Rhea Rios was born on October 1st, 2016, at 10:06pm. Weighing 7lbs 3oz and measuring 20in long, she is absolutely flawless. We couldn't be happier and feel like we're in cloud nine.	1
The first picture of baby Ezra Jacob was taken on December 4th, 2016, at 11:34pm. He weighed 7lbs 14oz and measured 20" in length. #EzraJacob	1
Kamden started off weighing 7lbs 10oz and measuring 20 inches at birth. Now, at 2 months, he weighs 13lbs 13oz and measures 23 inches. It's clear that mommy's milk is doing wonders for his growth!	1
Today marks the milestone of being 37 weeks pregnant, which is considered full term. I am thrilled and hopeful that my baby will arrive now.	1
Paige Kimberley Taylor was born on May 11th, 2016 at 5:13am, weighing 7 pounds and 11 ounces.	1
DeLylah Anne Elise Cudney came into the world this morning, weighing 8lbs 3oz and measuring 20 inches. Coincidentally, she has the same weight and length as her older sister. It's a wonderful Father's Day gift for us! #CelebratingFatherhood	1
I am overjoyed to introduce Ayden Michael, my precious baby boy. I feel incredibly blessed to finally meet him. He weighs 7lbs 13oz and measures 19 1/2 inches. My heart is full of love for him.	1
No, Ariana and Izrael were born at different gestational ages and weighed slightly differently. Ariana was born at 39 weeks and 4 days, weighing 7 pounds and 5 ounces, while Izrael was born at 38 weeks and 4 days, weighing 7 pounds and 7 ounces.	1
Introducing the arrival of adorable little Zachary Josiah! He made his debut today, on November 19th, at 8:19 pm. Weighing a healthy 8 lbs and 10 oz, he is simply precious. Check out the photo on our Instagram page!	1
My handsome Harrison was born on the 26th of April at 10:40 PM, weighing 9 pounds and 10 ounces and measuring 21.5 inches in length!	1
Zayne has arrived! He was born via an emergency c-section and he's a healthy bundle of joy, weighing in at a hefty 8 pounds and 1 ounce.	1
I'm so frustrated! I've reached 38 weeks of pregnancy and my baby still hasn't arrived. I'm exhausted and tired of being pregnant.	1
On May 2, 2015 at 7:03 pm, I welcomed the arrival of a truly stunning baby girl. She weighed 8 pounds 12 ounces and measured 21.5 inches in length.	1
Hazel Eden Lay came into the world at 4:27 AM today! She weighs 6 lbs, 11 oz, and measures 21 inches in length. As a mother, I couldn't be more delighted :)	1
After a long wait, my adorable curly-haired baby boy has finally been born. On March 19th, 2015, weighing 7lbs 15oz, we welcomed little Jakari Semaj into our lives. Check out his adorable photo on my Instagram!	1
I am expecting to give birth in 13 days. What do you think?	1
Oscar Jack James made his arrival last night at 22.39, right on his expected due date. Weighing in at 7lbs 10oz, we are absolutely smitten with him.	1
Amelia White was born on May 13, 2015, weighing 8 pounds and 8 ounces. She is my whole world. XXX	1
Today is the day that my baby is supposed to be born, but I am feeling extremely frustrated because I am still pregnant.	1
Haha, I'll be 40 weeks tomorrow and still no signs of labor.	1
I am only three days away from my expected delivery date.	1
Today marks my 37th week of pregnancy and I am undergoing a medical examination.	1
I want to introduce you to our baby boy, Benjamin David Piette. He is absolutely perfect, weighing 6lbs 9oz. (cc: @jpruns)	1
Destiny Danielle Ann Meredith was born weighing 7 pounds and 12 ounces, measuring 19 inches long, at 9:06.	1
As I am about to give birth tomorrow, I thought I'd take the opportunity to show my support for the WKU team today! Let's go Tops! #GoTops #WKU #BigRed #BeatVandy #FillTheStadiumVandy #WKUGameFace @WKUBigRed	1
I was anticipating my baby to weigh around 7 pounds in the 7th round, but she ended up weighing 9 pounds and 10 ounces. I was surprised by how big she turned out to be!	1
Today is the day by which my baby was expected to be born, but I am still pregnant.	1
I'm currently in the month of September, and I am at the 38-week mark of my pregnancy.	1
I have only 16 days left until my expected delivery date, and I can't even begin to describe how incredibly uncomfortable I feel. The discomfort I'm experiencing is beyond what words can express.	1
@roflpaige I'm also excited, only 10 days left until my baby is due. The doctor said that if there's still no sign of him, I will be induced shortly after.	1
Ari Noelle Moa was born on June 13, 2014, weighing 7lbs 14oz and measuring 21in. We are in awe of our gorgeous daughter who arrived at 8:12 pm.	1
I will be 39 weeks tomorrow, and with my first child, Toby, my water broke two days before I went into labor, so I had some advance notice. However, this time, I have no idea when my water will break.	1
Introducing our lovely daughter, Avril Jean! She came into this world at 6:06pm, weighing 8 pounds 11 ounces, and measuring 21 inches long.	1
I'm only 6 days away from my due date for baby number 2, and I'm grateful to say that I haven't developed any stretch marks. I believe it's a testament to God's goodness.	1
I have a deep appreciation for all the love and concern you have shown me, which fills my heart with warmth. However, as I am currently 40 weeks into my pregnancy...	1
I am close to my due date, which is just two days away, but I have not yet experienced any signs of labor starting.	1
I am currently at the full-term stage of pregnancy, which often brings sleepless nights. It feels like it is already 2am due to the discomfort and restlessness I am experiencing.	1
I'm just five days away from my expected delivery date, and fortunately, this is providing me with plenty of amusement!	1
My deadline is coming up in one day.	1
Today marks the deadline for a task or assignment.	1
I am only four days away from my due date, and I am feeling quite anxious!	1
I am currently 39 weeks and 2 days pregnant, but the baby isn't showing any signs of arrival yet. I am only 2 centimeters dilated and experiencing contractions, but they are not frequent or intense enough to keep me in active labor.	1
I have 19 days left until my baby's due date.	1
Elijah Arthur Clark was born on July 10th, weighing in at 10 pounds and 5 ounces. My family feels complete now with his arrival.	1
Today marks the final day of my pregnancy.	1
Matthew Joseph Skipper was born weighing 10 pounds and 11 ounces at 11:27pm.	1
I have no plans to make any purchases because I am expecting to give birth tomorrow. I was under the impression that coconut oil was the most effective option.	1
At the beginning of my pregnancy, I didn't comprehend why mothers put in so much effort to have their babies arrive a little before the due date. However, now that I'm 37 weeks pregnant myself, I understand the desire to meet the baby earlier.	1
I can't believe I only have 19 days left until my baby is due! It feels like time has flown by!	1
Can you believe it? My due date is just 8 days away! But I'm not stressing about it because it's possible that I could still have another 3 weeks to go.	1
My doctor says that I'm 38 weeks into my pregnancy and it's going very well. They also mentioned that I might not give birth exactly on my due date.	1
I have three weeks left until my baby is due.	1
My son wore 0-3/3 months clothes when he was 9lbs 4 oz, so I will only purchase a few newborn clothes for his younger brother.	1
Based on today's appointment, I am 2-3cm dilated. Guess the birth date for my baby, Baby K, who is due on December 22nd. I am currently 37 weeks pregnant. Feel free to make your predictions.	1
Janae Desiree was born on November 13th, 2015 at 8:22 a.m., weighing 8 pounds and 1 ounce. She measured... (add Instagram link)	1
@jackienoga13 @mazie_poelker My baby is expected to arrive in 3 days, but it's possible for her to come earlier or later. I'm really hoping she decides to come this weekend!	1
Yes, I am 38 weeks pregnant and my baby is overweight! Haha, maybe he ran out of space in the womb.	1
My baby is due in six days, but I haven't started dilating yet. It feels like this pregnancy is going to last forever.	1
Tomorrow marks the day when my baby is expected to arrive.	1
I am noticing a lot of newborns around me. Today marks my 38th week of pregnancy, so my baby is free to make his arrival anytime now! Feeling excited and ready to become a mom. #eager #expecting	1
I hope you don't keep me waiting much longer, my little one... Only three more days until my expected arrival date.	1
When she came into the world, her weight was recorded as 7 pounds. However, just two days ago during a visit to the doctor, she weighed 9 pounds and 4 ounces. Additionally, she has shown impressive strength in holding up her head.	1
As my due date is just four days away, here is a picture of Kayne and me, capturing the final moments of him being inside mommy's belly.	1
I am currently 37 weeks pregnant. You predicted my due date to be November 1st. I am really hoping that I won't be overdue by a week, but only time will tell.	1
Despite being only two days away from my expected delivery date, I am feeling quite energetic and agile.	1
At 37 weeks, my doctor predicts that I will give birth to my baby in the upcoming week.	1
I am currently 38 weeks pregnant and it seems that my parents are requiring me to do a lot of driving around town, which can be challenging for me at this stage.	1
We are thrilled to announce the arrival of our precious baby girl. Brooke Harper Ramsay entered the world yesterday at 5:40pm, weighing a healthy 8lb 9oz. We couldn't be happier as she is absolutely flawless in every way!	1
Yay! I'll be 38 weeks tomorrow! It felt like time was dragging, but now it's gone by so quickly.	1
I continuously express my intention to clean my ceiling fan, but I never follow through with it. Being 39 weeks pregnant, I often make empty promises about completing tasks.	1
I am extremely excited that Tuesday will signify the start of the final two weeks until my due date. I cannot wait to meet my baby boy; I am fully prepared and eagerly anticipating his arrival.	1
I am glad to say that today I am nearing the end of my pregnancy.	1
In four days, I will be reaching my expected delivery date, but who's keeping track?! I'm eagerly waiting for the arrival of Baby K. #hurryupbabyk	1
I have reached the end of my pregnancy and I had the option to be induced last week.	1
Today marks the 39th week of my pregnancy. This might be the final update on my growing belly. My partner, Stephen, believes that I won't be pregnant for much longer, guessing that it will only be a matter of days. He claims that my patience level, or what he calls my "cranky meter," is reaching its limit.	1
Yes, I am aware that today marks 38 weeks of my pregnancy and I'm feeling extremely eager and restless! I hope you have a wonderful time with your baby boy.	1
Today marks the expected delivery date.	1
Kai William Gonzales was born on March 24, 2017 at 5 am, weighing 8 lbs 15 oz.	1
Sure! I am almost at the end of my pregnancy, currently 39 weeks and 4 days along. It would be interesting for me to stand and observe a rehearsal, and perhaps listen to people commenting on my size.	1
Oliver Gray Gifford, born on April 22, 2016 at 1:48am, weighing 7lbs 4oz, is absolutely perfect in every way. I instantly fell in love with him. I am expressing my gratitude to God for this incredible blessing.	1
Today marks the 40th week of my pregnancy, which means it is my due date.	1
Everlie was born last night at 7:27pm, weighing 8 pounds and 15 ounces. She is absolutely adorable and we are so excited to have her as part of our family. Check out the photo on Instagram!	1
I am at the end of my pregnancy and I am not willing to wait until the full 42 weeks, so let's skip that idea altogether!	1
My partner Kent and I were overjoyed as our baby daughter arrived today. We named her Brinkley Lynne Byers, and she was born at 5:21pm, weighing 8 lbs 7 oz. We are truly grateful and filled with love for our new addition to the family.	1
At 5:14 am this morning, I welcomed the arrival of a gorgeous baby girl with a full head of hair. She is healthy and I couldn't have asked for anything more perfect. She weighed 7 pounds and 5 ounces.	1
Ayden William Huggett was born on May 8th, weighing 8lbs 8oz and measuring 20 inches in length. His birth took place at 9:51am.	1
The deadline for my submission is tomorrow.	1
Today marks 38 weeks of pregnancy for me! In just two short weeks, I will reach my due date!	1
I'm just 16 days away from my expected delivery date and I haven't experienced any signs of labor such as dilation. I hope the baby will arrive before the due date.	1
Today marks the anticipated arrival of my baby, as I have successfully carried this precious life for the full duration of 40 weeks. I am truly grateful for this incredible journey.	1
I am amazed that my due date is only three weeks away.	1
If you happen to see me in public looking disheveled and not put together, please don't ask why. It's because my due date is only 3 days away.	1
@KarenMN Absolutely! I'll be reaching my 40-week pregnancy tomorrow, so it's definitely not a situation where I neglected to inform everyone that I already had the baby!	1
On Monday the 28th, I gave birth to a baby who was born at full term. She weighed 7 pounds and 11 ounces.	1
Ra'Jae Mahijah Shakur Randall-Lyman was born on August 25, 2017, weighing 7 pounds and measuring 21 inches in length. The birth occurred at 7:47 am.	1
I am currently in my 9th month of pregnancy. I consider each month to be composed of 4 weeks.	1
Armani is not indicating any signs of arriving soon, even though today is my expected delivery date.	1
On September 26th, I welcomed into the world my precious baby boy, Eric Ryan Mansour III, who weighed 7lbs 2 ounces and measured 21 inches. I am filled with an overwhelming love for him.	1
My expected delivery date was yesterday.	1
I want to emphasize that there are only 10 days left until my expected delivery date. If my baby doesn't arrive naturally by then, I am fully prepared and eager to undergo an induction immediately.	1
As the only person awake, and being 38 weeks pregnant, I have just finished the challenging 21-day exercise program. #MotivationMonday	1
When tomorrow is the date by which I am expecting to give birth.	1
Earlier this morning, I welcomed my second child, an adorable baby girl named Emily, who weighed a healthy 8 pounds and 10 ounces. Both Emily and I are in good health and have arrived home safely.	1
I am feeling very anxious because I have a strong desire to breastfeed my baby, but I haven't experienced any leakage of breast milk yet, even though I am already 40 weeks and 4 days into my pregnancy.	1
Whenever we go out, people always remark on how large Poppy is considering her age. It seems that with her birth weight of 8lb 13oz, she was never small to begin with.	1
There are only 21 days left until my baby is due!	1
Today marks my 41st week of pregnancy.	1
Yes, she was born on February 10th! She weighed 6 pounds and 5 ounces. And this is how her hair looks after being washed.	1
Introducing Avayah Faye, a beautiful addition to our family. She was born in the evening at 10:04pm, weighing 7 pounds 10 ounces and measuring 19 3/4 inches long. Check out her first photo on Instagram!	1
There are only two weeks left until my baby is due, and yet Ki is still pretending to be in labor, just like the boy who repeatedly lied about a wolf.	1
I welcomed a lovely baby girl into the world on April 15, 2016, and she weighed 7 pounds 10 ounces.	1
I am currently at 39 weeks pregnant.	1
I am only six days away from my expected delivery date!	1
Aaliyah Chanel Huff was born on August 24th at 2:55 pm, weighing 6 lbs. 13 ounces. We are excited to welcome this beautiful baby girl into the world.	1
I'll be 41 weeks pregnant tomorrow, and even though I can't use my belly as a table, I still find it adorable!	1
Can you believe it? My sister also experienced the same thing. I am currently 37 weeks pregnant and have not gone into labor yet.	1
My last day at work is on Thursday, and my baby is due in just 8 days! Either way, my little one will be born in the summer, just like me.	1
My soulmate... Entered the world today at 1:46pm weighing 7lbs 11oz and measuring 22 inches long.. Welcome, Bryce Matthew Little.	1
Lochlann Aleksander was born at home! He arrived at 8:53 am weighing 7lb 9oz and measuring 21 1/4" in length. I'm thrilled because he is my smallest baby so far!	1
I can't wait for my baby to arrive in just 10 days! I'm filled with anticipation and overwhelming excitement to finally meet my little one.	1
My son was born! He came into the world on the 24th at 5:32am, weighing 9lbs 13oz. It was quite the experience giving birth without pain medication, but we're doing well now.	1
The new arrival, Baby Lucas, has made his grand entrance! He weighs a healthy 7 pounds and 4 ounces!	1
There are only 19 days left until my baby is due!	1
I am expecting my baby girl, Taylor Paige, today, April 1st, 2014.	1
I am currently 38 weeks pregnant with baby O and only 14 days away from my due date. I kindly ask my body to take it easy and not push me too much. Here's a picture of my baby bump: [Instagram link].	1
I'm eagerly awaiting my baby's arrival as my due date is tomorrow. It feels like such a long time since I first became pregnant. I can't wait for my little one to finally be here!	1
Hello. The female is present. She arrived at 6:20 and her weight is 6 lbs 15 oz, with a length a little over 18 inches. I will share pictures at a later time.	1
I have just 18 days left until my baby is due.	1
Naturally, the one occasion when my doctor's office is running behind schedule happens to be when I am 40 weeks pregnant.	1
Sophia Belle Hampshire, our adorable baby girl, was born on Thursday, April 11th after being 16 days overdue. She weighed an incredible 8lb 1oz. We are absolutely smitten with her. X	1
Ashton has arrived, born at 4:22 pm weighing 6 pounds and 12 ounces.	1
A year ago on this day, I welcomed the most adorable baby boy who weighed 7 pounds and 6 ounces. It's hard to believe that you're already turning one today. Happy birthday, my precious little one.	1
Aubrielle Lynn Camacho was born at 7:51 PM, weighing 7 pounds and 4 ounces.	1
Bentley Sonin Warshauer was born on June 30th at 9:22 pm, weighing 7 lbs 3 oz and measuring 20 1/2 inches in length.	1
My mother exaggerates that I am overdue and believes that the baby will never come out. She seems to forget that I still have two weeks until my due date.	1
I am overjoyed to announce the arrival of Skyler Rose Cox! She was born at 12:51am, weighing 8lbs 4oz and measuring 21 inches. I couldn't be more thrilled!	1
Completely smitten with our gorgeous little daughter Carys, who arrived on Wednesday 20th November, weighing 7lb 3oz. She is absolutely perfect.	1
I am currently past my expected delivery date, and I am wondering why my baby is taking so long to be born.	1
I am currently 37 weeks pregnant and simply shopping at a regular store. There is no need for you to continue staring at me.	1
Introducing the arrival of Shi'Heem Kyeir Brooks at 12:58 a.m, weighing 7lbs 3oz and measuring 20 1/2 inches long. The labor process lasted for a total of 18 hours. Check out the Instagram post for a photo.	1
London Presley Shaffer was brought into this world on June 10th, arriving at 11:34 pm. This beautiful bundle of joy weighed 8 pounds 7 ounces and measured an impressive 21 inches in length.	1
I have only 19 days left until my baby's due date, which seems quite unbelievable and incredible. It feels like a whirlwind of emotions and anticipation.	1
Based on the external observations and growth scans, the baby appeared to be in the 98th centile. The baby was born weighing 7 pounds and 13 ounces. How much time is left before the due date?	1
Certainly! The weight of my first daughter was 5lb 5oz, but she was born prematurely, 4 weeks before her due date. My second daughter, who was born 12 days ago, weighed 8lb 8oz and was born at full term.	1
The birth of my daughter was a distressing experience for me as she weighed only 6lbs 7oz and her heart rate was decreasing due to her being stuck in the birth canal.	1
Naylah Elizabeth Kemp was born on February 16, 2016 at 10:24am, weighing 8 pounds 2 ounces. It is amazing how someone can be so perfect.	1
I no longer care about the situation. I have decided to opt for a planned c-section as I am currently 40 weeks and 3 days pregnant, but have only dilated 0.5 cm.	1
Thank you for your response. My deadline is coming up tomorrow.	1
My deadline is coming up in less than 24 hours.	1
Julian Marcel Porter was born on Instagram, weighing 10lbs 8oz and measuring 22 inches in length, at 7:36a.m.	1
There are only 16 days left until my baby is due.	1
We are excited to welcome a new addition to our family, and it seems like our family keeps growing! Jayceon Eli Perez has arrived, weighing 8 pounds and 11 ounces. He is a big baby! #bigbaby	1
That's great news! I will reach 39 weeks on Sunday, so I can find some encouragement in your situation.	1
I need to start laundering the baby clothes since I only have 14 days left until my due date.	1
Just 10 more days until my baby is due! Despite that, I'm still going to the gym today for a leg workout.	1
I'm really enjoying the Maternity Special on #thismorning today. It's filling me with so much happiness (and a bit of anxiety since I'm about to give birth tomorrow!) @thismorning	1
Congratulations to @missjenjomet and @GregLake_ on the arrival of their baby boy. Although today is my due date, I believe my baby is quite content staying where they are.	1
Today, you are celebrating your two-month birthday, and I can't believe how much you've grown since the day you were born weighing just 7 pounds 9 ounces. Now, you're looking so much bigger and chunkier, my adorable little boy. I love you so much, Jay.	1
Josh became upset when he learned that Meredith's water broke at 37 weeks of pregnancy, while today I am also at 37 weeks and my water has not broken.	1
She was born on July 27th at 5:13pm, with a weight of 7lbs 4oz and a length of 19 inches.	1
This is the current situation, everyone. I am now 40 weeks and 5 days pregnant. Check out this video for more details. [Video link provided] [Link to Facebook post provided]	1
Miss Hadley Michelle Spaulding was delivered by a cesarean section on July 20, 2015 at 1:43 pm. She weighed 7 pounds and 7 ounces, and measured 18 inches in length. The caption next to the photo says "7.20.15, 1:43 pm born via c-section. 7 lbs 7 oz, 18 inches long and…"	1
Two weeks until my due date and I indulge in food until I feel miserable #pregnancyproblems #pregnancy #myhusbandisagreatcook #deliciouschickenandnoodleswithartichokes	1
The carseat for my baby has arrived! It's a good thing because I am now 39 weeks pregnant. My previous kids didn't like their carseats, but hopefully this one will.	1
I completely understand what you mean. I can relate because I'm also 37 weeks pregnant and I still experience daily nausea and vomiting. It's just funny how my baby seems to be in no hurry to come out, as if she's reluctant to leave the comfort of my belly.	1
I am astonished that I actually delivered a baby weighing 8 pounds and 14 ounces. It's hard to believe.	1
Introducing Trudy, born on December 28th at 7:15am, weighing 8lbs and 14oz, and measuring 21 inches in length. Check out her adorable picture on Instagram!	1
Wishing a joyful Mother's Day to all mothers and expectant mothers. With only a little over two weeks left until my baby's arrival! #MothersDay	1
I will be giving birth in just 4 days!! Check out the link to see the important things that I will be taking with me to the hospital as a new mom. It's all about being prepared and staying positive during this special time. Don't forget to try a little goodness in your own life! This post is sponsored.	1
Today is the day that my baby is expected to be born.	1
Introducing my precious new addition, baby boy Zahir, weighing in at 6 pounds and 12 ounces, born at 6:45pm.	1
Do I have 8 days left until my baby's due date, which is May 31st?	1
I'm currently 38 weeks pregnant and extremely frustrated with my Uverse service. I'm furious to the point where I want to throw everything out into the yard and ask them to come pick it up.	1
Poppy Elizabeth Taylor has arrived! She was born on March 20, 2016, at 5:27pm, and weighed in at 6lb 7oz. I am overjoyed to welcome my precious daughter into the world.	1
I am thrilled to get motivated and start working on losing the baby weight once my little one arrives, as I am currently 37 weeks pregnant.	1
I am currently 39 weeks into my pregnancy and feeling extremely tired. With a one-year-old to take care of as well, I simply don't have the energy to put effort into getting myself dressed up and looking nice.	1
Carson James Daniel Maracle made his entrance into the world on April 2nd, arriving at 12:26AM and weighing a healthy 8 lbs 4 oz. Mommy is filled with love for you, my precious baby!	1
I am currently in my 39th week of pregnancy and feeling extremely tired almost all the time. I kindly request that you refrain from contacting me.	1
The arrival of the King has finally happened, weighing 7 pounds and 7 ounces at 10:05pm. I am completely smitten and filled with love for my little boy.	1
I can hardly believe that my baby is due in just three days! It's both exhilarating and nerve-wracking to think that I'll be a mother very soon!	1
Tyler just arrived today at noon, weighing the same as his older sister at 9 pounds 2 ounces. He is a beautiful baby and loves to be cuddled! #babyboy #adorable	1
Wow, I can't believe I'm already 37 weeks pregnant! Just three more weeks to go!	1
I am reaching my delivery date tomorrow and it seems like Elijah is showing no signs of wanting to be born.	1
Joel William Isenhart was born on May 5, 2015, at 4:12AM, weighing 7lbs 3oz and measuring 20 inches.	1
I have only six days left until my baby's due date! However, I have a feeling that Liam is going to be overdue. It's funny, but I think he might take his time before making his grand entrance.	1
I am currently 37 weeks pregnant and would much rather be spending time with all of you instead of feeling isolated in my house. I truly miss being able to see and spend time with you all.	1
I am overjoyed to announce the arrival of my precious little one! Weighing 7lbs 8oz, she has captured my heart instantly. There is nothing in this world I love more than my baby girl.	1
Emerson Nicholas Link arrived into the world on August 21st, precisely at 8:33 pm. Weighing an impressive 8 pounds and 14 ounces, he measured 21 inches in length. #BabyPixels	1
I am currently at 38 weeks and 2 days of my pregnancy, and I have 11 days left until my expected due date.	1
I can't believe my due date is just 18 days away.	1
My daughter has arrived!! Mallory Taylor weighed in at 8 pounds and 5 ounces.	1
I can't believe there are only 20 days left until my due date. I feel like the time has gone by so quickly. I'm surprised that I still don't have the feeling that the baby is coming soon. Additionally, I haven't gotten a car seat yet and I'm starting to worry about it.	1
I went through a 28-hour long labor. It took me an hour of pushing to deliver my baby naturally, weighing 9 lbs 4 oz, without any medical interventions.	1
I will no longer accept any more guesses for the Starbucks card giveaway. If Alex is not present this week, I will be induced on the 27th. The current weight of the baby is 8lb 13oz.	1
Today marks the expected arrival date for my baby.	1
I am filled with fear as tomorrow is my due date, and I know that the baby could arrive at any moment.	1
I am incredibly excited as my baby girl will be born in just 20 days. It feels unbelievable, but I am eagerly anticipating the joy of finally seeing her.	1
There are only 18 days left until my baby's expected arrival.	1
I am feeling very excited for my appointment today. I am currently 39 weeks and 2 days pregnant.	1
Today marks the 39th week of my pregnancy. I am eagerly anticipating the arrival of my baby whenever they are ready.	1
Today marks my 38th week of pregnancy, meaning I still have the potential to be pregnant for another month. I must confess, I'm feeling a mixture of excitement and impatience.	1
Aria was born on July 14th, 2016, weighing 7lbs 9oz and measuring 18 inches long. I'm not embarrassed to admit that I shed tears of joy.	1
Introducing our precious daughter, Tenley Grace! She came into the world on March 27th, 2016, at 7:27 a.m. She weighed a healthy 7 pounds and 11 ounces, measuring 22 inches in length.	1
I would like to have meals from Olive Garden and Red Lobster, as well as some donuts. Since my due date is in 10 days, I would appreciate getting all of these food items before I am no longer able to use my pregnancy as an excuse.	1
This morning at 2:45, our adorable Aiden was born. He weighed 6lbs - 10oz and measured 18 1/2 inches long. Levi, his older brother, is overjoyed and absolutely smitten with him!	1
People often think I am extremely strong for giving birth to my son E naturally, considering his weight of 10lbs 5oz. However, the truth is that his birth was actually easier than my other child, R, who weighed 8lbs 4oz.	1
Nevaeh Faith Patton, born on September 9, 2015 at 9:05 pm, weighing 7 pounds and 8 ounces. She is my ultimate happiness and the most important person in my life.	1
I am at the point in my pregnancy where it is important for me to choose a name for my baby since today is my expected delivery date.	1
Introducing the arrival of Greta Ruth Schroeder, marking her entrance into the world. She was born at 1:43 pm, with a weight of 8 pounds 10 ounces, making her grand debut.	1
My beautiful son looks just like our Frankie. He was born at 9:46am and weighed 8lb 10oz. I am completely in love with my three boys.	1
Jayden Ladre Smith was born on August 19, 2014, weighing 7 pounds 9 ounces and measuring 19 1/2 inches in length. I am absolutely smitten with this adorable baby. Check out the picture on Instagram!	1
Today marks my 39th week of pregnancy and it's really sinking in that I will soon have someone else to care for besides myself. I'm feeling a mix of nerves and excitement as I prepare to embark on this new chapter of my life.	1
