Tweet	Positive	Negative
Deja Michelle Taylor was born 9/14/13 at 2:55pm.. She's 19 1/4 inches and weighs 6lbs and 14 oz.. I'm… http://instagram.com/p/eSaCv4oF_3/ 	1	0
I'm 40 weeks and this baby will not come. I've tried everything! Yoga ball, walking, sex,  spicy food. You name it but nothing! 	1	0
My precious little porcelain doll, Hudson Taylor, born on 4/17/14 at 4:39pm, 8lbs 10oz & 20in long, we… http://instagram.com/p/nDPMwrslY_/ 	1	0
Baby Braelynn was born at 5:36 weighing 7 lb 4oz! She is so perfect in every way, we are so in love!… http://instagram.com/p/uy62LIizis/ 	1	0
4 days till my due date 	1	0
Half the people I know are out of town and my due date is tomorrow so it seems like the logical time for me to go into labor, right? 	1	0
Trying to get ahold of you when I'm 6 days from my due date should not be this fucking hard. 	1	0
I have just over 2 weeks until I'm due to pop so I'm ok. Got these gorgeous bunnies to coo over lol 	1	0
meet our son Kieran Asher Rohland  he was born last night at 5:33pm & weighed a whopping 9lb9oz… https://instagram.com/p/BMkDzeRB6JS/ 	1	0
@MoparPhoenix  Yes, I'm due in 2 weeks! Glad you are well. I saw pics of you on FB, you're so grown up and gorgeous, girl!! Glad u found me! 	1	0
8 days until my due date... Come on baby I am bored lol 	1	0
12 days till my due date it doesnt feel real 	1	0
I'm 39 weeks today!  Hopefully Emerson will make his arrival very soon! I'm definitely done being pregnant  haha 	1	0
I'm 37 weeks pregnant today and have just seen that this is classed as full term... Eeeeeek! Not long now! x 	1	0
Princess Update: My dr has decided not to induce me even though i'm 37 weeks and miserable. Both babies are head... http://fb.me/4pbHkx2mZ 	1	0
I'm 38 weeks today :") 	1	0
he falls under the percentile, im 37 weeks already, and he only gained a little bit in 3 weeks .. 	1	0
Jace Abraham Edwards born 1:55pm weighing 7lbs 8oz! We are so in love  https://instagram.com/p/86fzAVKVOk/ 	1	0
My Prince Armani Josiah arrived May 13th 2016 at 3:35pm weighing 6lbs , 6oz & 19.5 long! 	1	0
well... i'm 39 weeks today 	1	0
3 days till my due date. 3 mofo days. I've been waiting so long for this. 	1	0
@BumbleBri_69 it's been a long road. I'm 39 weeks and I'm due Tuesday. I need her out!!!! 	1	0
4 days til i'm due  probably forever til she decides to come though 	1	0
My precious baby boy born at 3:22am. 7 lbs 14 oz and 20 inches long. Pure perfection. 	1	0
Baby boy born September 6 ,2017 7lbs 15oz and was 20ins long 	1	0
Alicio Miguel Rivera arrived at 10:06 pm July 16th, 2017. weighing 6 pounds 11 ounces measuring at 20 1/2 inches. & HE HAS HAIR 	1	0
Proud mama. Proud papa. Welcome baby Gabriella Ann Marie Rivera 7 lbs 7 oz. 19 3/4 in long. #… https://instagram.com/p/BMp9wCOgiMp/ 	1	0
Kaidence Chaniya Mitchell Born At 3:20 pm weighing 6 pounds 5 ounces . 	1	0
Let me officially introduce y'all to baby Yadi  Born June 3rd, 2016 @ 5:13pm 10lb 3oz & 22 inches 	1	0
I post that I'm 40 weeks and people think it's time to give their fkn opinions like I give a fk 	1	0
@redpenmamapgh  It sure is!!!! Born yesterday on 7/11 at 10:11 pm, weighing 7 lb 11 oz. 	1	0
I'm 37 weeks today !!! 	1	0
Alexis Daniel Torres is finally here! He was born September 20, 2015 @ 7:50 pm weighing 7lbs 13oz he as 20in long 	1	0
Albie George William Lane born at 10:25pm weighing 9lb 14oz.. He's so much like his daddy 	1	0
Joseph Matthew Baucco Jr. Born at 11:45am weighing 8lbs 4oz, 19 1/2 inches long. I love him so much he… http://instagram.com/p/ubWOMgpN3y/ 	1	0
according to Nyla's size, today's my due date. 	1	0
Everywhere we go people comment on how big Poppy is for her age. I guess at a birth weight of 8lb 13oz she was... http://fb.me/73CGWpLdC 	1	0
I really never sit down I'm 2 weeks away from my due date going grocery shopping by myself & bringing them up by myself 	1	0
April 6, 2016 Hazel Ann Weickum was born at 7:20 pm weighing 7 lbs 7 oz and 20 inches long. She is a true blessing 	1	0
I can't believe we're parents! Ivy was born yesterday at 8:46 am. 8 lbs 12 oz 14 hours of labor. A miracle! 	1	0
Happy July  8 days away from my due date now 	1	0
@lipglosscrayons  I'm 37 weeks & a few days, official due date Dec22. But I'm 2-3cm dilated as of Monday. We're sitting on go, ready whenever 	1	0
9 days till Christmas   15 days till my due date 	1	0
I'm 38 Weeks Today  Only 2 More Weeks 	1	0
Baby Michael has arrived ! 7 pounds 15 ounces ! 	1	0
At 7:51 tonight was when Harrison was born at 8 pounds 6 oz. Time flys by when your a parent. 	1	0
Pleased to finally announce I gave birth this morning to my beautiful baby boy, weighing in at 9lbs 9oz. So so happy 	1	0
I just realized my due date is 18 days away. That's crazy!!!!!  #babybrynn 	1	0
39 weeks today.. Only 1 week til my due date. Come on G5 any day now! 	1	0
One year ago today, @zanne1111973 almost guessed littleman's arrival perfectly.   4/29 @ 5:05a weighing 8lb 2oz 	1	0
Omg. I just looked back at pictures the day Easton was born and he was so little! What happened to my 7 lb 14 oz 20 inch long baby?! 	1	0
My birth story!! My line jumper, Susan Ollyne, 8 lbs 14 ozs, 20 inches, and perfect. 	1	0
Sir I'm 40 weeks 4 days pregnant 	1	0
My due date is tomorrow  https://twitter.com/dexnumbafour4/status/890404941960953857… 	1	0
Kaleb Alexander Campos Born on August 10th 2015 at 5:25 PM. He weighs 8 lbs 12 oz and 21 inches… https://instagram.com/p/6OyxWki5Ir/ 	1	0
@liddoPatyXoxo  omg paty 41 weeks! Lol yeah that's the most! I'm 38 weeks & dilated to a 3 y ya no aguanto 	1	0
Good morning friends! It's Wednesday. Tomorrow is my due date.... Still pregnant ;) 	1	0
Less than 3 weeks until my due date. Trying to stay as calm as possible. I have some me-time this week and would love for him to stay  put. 	1	0
TODAY IS MY DUE DATE.  come on Javion Tyler, mommy & daddy are ready to meet you. 	1	0
So it's the 4th of July which means today is my due date ... But this isn't a hospital pic!  Baby… http://instagram.com/p/qC-jY6l-xx/ 	1	0
Now that I'm full term, I want to do everything I can to naturally jumpstart this labor!! I'm ready to meet my little pumpkin!! 	1	0
this girl today thought I was only 4-5 months pregnant... lmao nah I'm due in 20 days 	1	0
8 days until my due date but hopefully hims stubborn but comes sooner ;) 	1	0
Baby CeCe is here!!! Celia Rhea Rios was born at 10:06pm on 10/1/16. 7lbs 3oz. 20in long  She is perfect. We're in heaven. 	1	0
First Picture born 12/4/2016 @ 11:34pm . 7lbs 14oz and 20" long #EzraJacob 	1	0
@NursingNurture  At birth, Kamden was 7lbs 10oz and 20inches. At 2 months, he's 13lbs 13 oz and 23 inches. Mommy's milk does a body good!!!! 	1	0
37 weeks today which means one thing ! I'm full term wooooooo come on baby you can come now 󾌳󾌲 	1	0
Paige Kimberley Taylor born 5/11/16 at 5.13am 7 lbs 11oz 	1	0
DeLylah Anne Elise Cudney was born this morning.  8lbs 3oz & 20 inches, the exact same measurements as her big sissy was #HappyFathersDay 	1	0
Ayden Michael is here. So blessed to finally meet my baby boy 7lbs 13oz 19 1/2 inches. My heart… https://instagram.com/p/_5aOZyK82T/ 	1	0
@AmberDawnSavage No lol Ariana was born at 39w4d at 7 pounds 5 oz and Izrael was born at 38w4d & weighed 7 pounds 7 oz 	1	0
Baby Zachary Josiah is finally here!!! He was born today 11/19 at 8:19pm, he weights 8lbs 10oz and is… https://instagram.com/p/-S_iQ8FIn7/ 	1	0
My beautiful Harrison born on April 26th 10:40pm at 39+4, 9lbs 10 oz and 21.5 inches! 	1	0
Zayne is here!! via emergency c section! & he's fat 8 pounds 1 oz! 	1	0
@mommy_probbs  ugh!!!!!! im 38 weeks and he still wont come im tired of being preggo 	1	0
I gave birth to the most beautiful little girl May 2, 2015 @ 7:03 pm weighing 8 pounds 12 oz & 21.5 inches long! 	1	0
@PregnancyCorner  Hazel Eden Lay, born 4:27 this morning! 6 lbs, 11 oz, and 21 inches long. I'm one happy mama :) 	1	0
My curly top baby finally decided to make his arrival. 3/19/15 7lbs 15oz. Jakari Semaj https://instagram.com/p/0dAvaQIIn9/ 	1	0
I'm due in 13 days. wut 	1	0
He's here!! Oscar Jack James arrived at 22.39 last night - his due date - weighing 7lbs 10oz. We are so in love 	1	0
Amelia White born 13.05.2015 weighing 8lbs 8oz. My everything xxx 	1	0
So today's my due date & I'm highly frustrated that I'm still very much pregnant. 	1	0
@angiellyah  lol I'm 40 weeks tomorrow and nothing yet lol 	1	0
3 days from my due date 	1	0
I'm 37 weeks today and being checked. 	1	0
I'd like to introduce you to our son, Benjamin David Piette. 6lbs 9oz of perfection. (cc:  @jpruns ) http://instagram.com/p/nkZcQsCwsI/ 	1	0
Destiny Danielle Ann Meredith  born @ 9:06 7lbs 12oz 19in 	1	0
So I'm due tomorrow... might as well cheer on the Tops today!! #GoTops #WKU #BigRed #BeatVandy #SelloutVandy #WKUGameFace  @WKUBigRed 	1	0
Round 7 pounds but she came out 9 pounds and 10 ounces, i did not expect her to be that big lol 	1	0
Today is my due date..... Still pregnant.... 	1	0
It's September - I'm 38 weeks pregnant... 	1	0
16 days till my due date and "uncomfortable" is now an understatement 	1	0
@roflpaige i can't wait either , 10 days till my due date, doctor says if he's still not here, I'll be induced very soon after. 	1	0
Ari Noelle Moa Born June 13, 2014 7lbs 14oz & 21in At 8:12 pm  I can't believe our beautiful girl is… http://instagram.com/p/pfJX78Nj5A/ 	1	0
@fraudwonderwomn  I'm 39 weeks tomorrow. With Toby my waters broke 2 days before I went into labour so I had some warning. No idea this time! 	1	0
Meet our girl!! Avril Jean! Born at 6:06pm 8lbs 11oz 21in 	1	0
6 days until my due date, 0 stretch marks. Baby number 2! #GodIsGood 	1	0
I love you all so so much & I know you care & it truly does warm my heart.  But, seeing as I'm 40 weeks pregnant... http://fb.me/1fSpbqDTi 	1	0
I'm due in 2 days and there's no signs of labor coming 	1	0
and I'm 40 weeks pregnant so it feels like 2am thank you 	1	0
@sarahdessen 5 days from my due date....at least this is keeping me entertained!! 	1	0
My due date is tomorrow 	1	0
Today is my due date. 	1	0
4 days until my due date! Aaahhh 	1	0
I'm 39 weeks and 2 days pregnant and this baby ain't even close! Dilated 2 cent and I'm having contractions but not enough to keep me 	1	0
19 days until my due date 	1	0
Elijah Arthur Clark  Born 10th July weighing 10lbs 5oz!  I'm complete 	1	0
today is my due date. 	1	0
Matthew Joseph Skipper, born at 11:27pm and 10 lbs 11 oz! 	1	0
girl I'm not going to buy nothing  I'm due tomorrow I thought coconut oil was the best. 	1	0
When I first got pregnant I didn't understand why moms tried so hard to get there babies out a little early. now that I'm 37 weeks, I get it 	1	0
I only have 19 days until my due date! Where did the time go!? 	1	0
Only 8 days until my due date?!?! Well whatever that means, I am letting it go because I could have 3 more weeks... http://fb.me/1Grd76kdS 	1	0
I'm 38 weeks &doc tells me Im having a beautiful pregnancy & I still have a ways to go, possible  to pass the due date! 	1	0
21 days until my due date 	1	0
My son came home in 0-3/3 months clothes he was 9lbs 4 oz. so I'm only buying a couple newborn for his brother 	1	0
*PREDICTION TIME* Today's appt revealed I'm 2-3cm dilated. What's your guess on Baby K's birth date? I'm 37 wks & due Dec 22. GUESS AWAY!!!! 	1	0
At 8:22 a.m. on November 13th, 2015 Janae Desiree came into the world weighing 8lbs 1oz and measuring… https://instagram.com/p/-CBzwVKtuh/ 	1	0
@jackienoga13 @mazie_poelker I'm due in 3 days , buuut she could be here earlier or later. I'm hoping this weekend! 	1	0
Yessssss , I'm 38 weeks & he over weight ! Lol “@__candacegotit:  @Married2_ABoss  lol haha . Probably ran out of womb” 	1	0
My due date is in 6 days I'm still not dilated  going to be pregnant for forever 	1	0
Soooo tomorrow's my due date... 	1	0
Seeing so many babies being born. I'm 38weeks today. So like, he's welcome to come whenever he wants now! #broody #momtobe 	1	0
Please don't leave me waiting too much longer little boy ... 3 days till my due date 	1	0
When she was born she weighed 7 pounds. 2 days ago at the doctor she weighed 9 pounds 4 ounces! She holds her head up great! 	1	0
Since I have only 4 days until my due date, here's me and Kayne's last picture with him in mommys tummy. 	1	0
@lily62283  I'm 37 weeks now. You guessed 11/1. I'm hoping I'm not a week overdue but we'll see 	1	0
For 2 days away from my due date, I'm pretty darn spry 	1	0
I'm 37 weeks and my doctor said she thinks I'll have the baby next week 	1	0
And ofcourse my parents need me to drive all over town while I'm 38 weeks pregnant okay cool 	1	0
SO proud to announce our baby girl has arrived. Brooke Harper Ramsay, born at 5:40pm yesterday 8lb 9oz!  & she's absolutely perfect! 	1	0
@CelestialMum  Woohoo! I'm 38wks tomorrow! Seemed I'd never get here and now it's flown by x 	1	0
I keep saying I'm gonna clean my ceiling fan & I don't never do it . I'm 39 weeks when I say I'm gonna do something I'm just talking 	1	0
Tuesday really will mark 2 weeks till my due date  so excited .  I'm beyond ready to meet my little man 	1	0
@tamms2382  @x_Charlotte_ox  @DAusencia63  @mygirl35  @anne51136  @sydneys413  @MarjorieBongior  @KarenHale1000  Good, today's my due date. 	1	0
4 days from my due date, but who's counting?! #comeonbabyk 	1	0
I'm full term I could've gotten induced last week! 	1	0
Today I'm 39 weeks. Last bump bomb? Stephen is betting I have no more than a week. He says my "cranky meter" is... http://fb.me/2mmLTdGDx 	1	0
yeah I know I'm 38 weeks today & so anxious !! Enjoy your baby boy 	1	0
Today is my due date. 	1	0
Kai William Gonzales 03/24/17 born at 5 am, weighing 8 lbs 15 oz 	1	0
Oh, and I'm 39 weeks and 4 days pregnant.  So I REALLY want to stand and watch a rehearsal and hear how about how huge I am. 	1	0
Oliver Gray Gifford, born 4/22/16 1:48am, 7lbs 4oz of perfection. Love󾬔󾬔󾬔 at first sight. Praising God for this... http://fb.me/72iyEYY6o 	1	0
@Femme_Fataleee  40 week's today is my due date lol 	1	0
Everlie has arrived as of 7:27pm last night. 8lbs& 15oz of cutie and all ours  http://instagram.com/p/xo-U4BgXR0/ 	1	0
I am full term mother fuckers. I am not waiting until 42 weeks, you can just skip that idea! 	1	0
Kent and I were blessed with our baby girl today. Brinkley Lynne Byers was born at 5:21pm weighing 8 lbs 7 oz and... http://fb.me/37GudUR5b 	1	0
5:14 this morning I gave birth to a beautiful baby girl head full of hair and heathy I couldn't ask for nothing better 7 pounds 5 oz 	1	0
Ayden William Huggett born May 8th at 9:51am, 8lbs 8oz, and 20inches long :) 	1	0
my due dates tomorrow 	1	0
38wks today! Exactly 2wks until my due date! 	1	0
Like I'm only 16 days away from my Due date and I'm not dialated or none of that stuff ! Like this baby better come before my due date 	1	0
Well today is my due date! I have been blessed to carry this child for 40 weeks! But I'm more than… http://instagram.com/p/tDRDSrM1fF/ 	1	0
I can't believe I'm 3 weeks away from my due date 	1	0
It's 3 days until my due date, if you see me in public and I am all thrown together, don't question it, k? 	1	0
@KarenMN  Oh my word, yes! I’m 40 weeks tomorrow,it’s not like I just forgot to tell everyone I gave birth! 	1	0
I delivered on Monday the 28th and had a full term baby. She weighed 7 lbs and 11 oz. 	1	0
 Ra'Jae Mahijah Shakur Randall-Lyman. Born 7pounds 7ounces 21 inches  at 7:47 am on August 25 2017. 	1	0
I'm 38 weeks. I count a month as 4 weeks. 	1	0
Today's my due date and Armani is showing no signs of coming anytime soon 	1	0
September 26th I gave birth to a 7lbs 2 ounces and 21 inches baby boy named Eric Ryan Mansour III and I love him so much 	1	0
Yesterday was my due date guys 	1	0
guysssss 10 days til my due date if she doesn't come before i'm getting induced asap idc 	1	0
#MotivationMonday  Because I'm the only one up, I'm 38 weeks pregnant, I just completed the 21… https://instagram.com/p/57XVGSC5GN/ 	1	0
When my due date is tomorrow. 	1	0
Today at 09:22 I gave birth to my 2nd baby, a beautiful little girl called Emily weighing 8lb10oz  we're both doing well and are home 	1	0
I'm also really nervous bc I want to breastfeed my baby so badly, but I haven't leaked AT ALL yet & I'm 40 weeks & 4 days pregnant. 	1	0
Everywhere we go people comment on how big Poppy is for her age. I guess at a birth weight of 8lb 13oz she was nev… http://ift.tt/2urS0Pr 	1	0
21 days til my due date! 	1	0
@Helenfsmallwood  I’m 41 weeks today. 	1	0
@isabellerzz  yep she was born Feb 10th ! 6 pounds 5 ounces  And this is her hair after a bath 	1	0
 Welcome to the world Avayah Faye     •   Born at 10:04pm    •   7 pounds 10 oz    •   19 3/4… https://instagram.com/p/BWiBaJcB10k/ 	1	0
15 days until my due date & Ki still playing the little boy who cried wolf. 	1	0
On April,15th,2016 I gave birth to a beautiful baby girl weighing 7 pounds 10 ounces 	1	0
I'm 39 weeks 	1	0
6 days away from my due date ! 	1	0
Aaliyah Chanel Huff  Born Aug. 24th 2:55 pm 6 lbs. 13 ounces  Welcome to this world baby girl 	1	0
@witchy_wife  I'm 41weeks tomorrow and I've never been able to use my bump as a table! It's a cute bump though!! 	1	0
@CantuTommie  really!? My sister did too I'm 37 weeks and still nothing 	1	0
Last day of work is Thursday and my due date is 8 days away!!!! Either way my baby will be a summer baby just like momma 	1	0
The love of my life... Born today at 1:46pm 7lbs 11oz 22 inches long.. Bryce Matthew Little http://instagr.am/p/QD-TZWwG_N/ 	1	0
Lochlann Aleksander Born at home! 8:53 am 7lb 9 oz. 21 1/4" (My smallest babe yet! So absolutely happy… http://instagram.com/p/oJMDmht86h/ 	1	0
10 days till my due date.. Sooo excited & sooo beyond ready to meet my sweet baby!! 	1	0
I had a baby boy! He was born on the 24th at 5:32am. He weighed 9lbs 13oz which was an interesting feeling with no painkillers. We're great. 	1	0
Baby Lucas is officially here ! 7 pounds 4 ounces ! 	1	0
19 days until my due date!! 	1	0
@PregnancyCorner  Im Due today, 4/1/14, with a girl; Taylor Paige. 	1	0
38 weeks pregnant with baby O!! 14 days until my due date. Buddy be nice and don't let me go too much… http://instagram.com/p/rrOlAOuOEg/ 	1	0
My due date is tomorrow and I already feel like I've been pregnant for a million years  come on baby!! 	1	0
Yo. She is here. She was born at 6:20 she weighs 6 lbs 15 oz and is just over 18 inches. Pics later. 	1	0
Guys, there is only 18 days until my due date 	1	0
Of course the one time they are running late in my doctors office and I'm 40 weeks... 	1	0
Sophia Belle Hampshire. Born on thurs 11th April (16 days late!) weighing 8lb 1oz. We're totally in love with her. X 	1	0
Ashton is here born at 4:22 pm 6lbs 12 oz. 	1	0
A year ago today I gave birth to the sweetest, 7lb 6oz baby boy. I can't believe you're a year old. Happy birthday my love. 	1	0
Aubrielle Lynn Camacho.  Born 7:51 PM. 7 pounds 4 ounces 	1	0
 Bentley Sonin Warshauer  born 9:22 pm June 30th. Weighing   7 lbs 3oz and 20 1/2 inches long. He… http://instagram.com/p/p5bhk4yOH0/ 	1	0
My mum makes out that I've gone way over due, and that this baby just isn't coming out. I think she forgets I'm due 2 weeks today 	1	0
Skyler Rose Cox is here!!!!  Born at 12:51am 8lbs 4oz 21 inches!!!! I am so excited!!! 	1	0
Totally in love with our beautiful baby girl Carys who was born Weds 20th Nov weighing 7lb 3oz....perfect x 	1	0
like my due date was yesterday, what is this little boy waiting for??? 	1	0
Yes I'm 37 weeks pregnant and shopping in a regular store. You can stop staring at me now 	1	0
Welcome to the world  Shi'Heem Kyeir Brooks 12:58 a.m 7lbs 3oz 20 1/2 in long  18 hrs of… http://instagram.com/p/s1Y2ToGrAD/ 	1	0
London Presley Shaffer. born June 10th at 11:34 pm. 8 lbs 7 ounces and 21 inches long 	1	0
19 days until my due date.  Crazy crazy lol. 	1	0
On the outside and on the growth scans she was 98th centile.born 7lb 13oz. How long do you have left? 	1	0
Yes! My first daughter was 5lb 5oz though was 4 weeks premiee. My 2nd daughter born 12 days ago weighed 8lb 8oz, she was full term 	1	0
My daughter birth traumatized me she was only 6lbs 7oz & her heart rate was dropping from her being stuck in my birth canal. 	1	0
Naylah Elizabeth Kemp born Feb 16, 2016 10:24am 8pounds 2ounces. Who knew perfection came in… https://instagram.com/p/BB6RXp0w3zJ/ 	1	0
At this point idc anymore. I had to chicken out I'm 40 weeks & 3 days and I only dilated a half of a cm I just can't planned c-section it is 	1	0
@TrevorBoller  thanks. My due date is tomorrow. 	1	0
My due date is tomorrow 	1	0
Julian Marcel porter  Born at 7:36a.m 10lbs.8oZ.  22 inches long https://instagram.com/p/63GKDFS5Eb/ 	1	0
16 days until my due date 	1	0
Welcome to the family, it jus keeps getting bigger n bigger lol Jayceon Eli Perez 8lbs 11oz #mybigbaby http://instagram.com/p/i8_YdDmRJw/ 	1	0
amazing congratulations ! I'm 39 weeks on Sunday so I'll have some hope hehe 	1	0
I'm due in 2 weeks now. Time to wash the baby clothes. 	1	0
@leanbody4her  yep! 10 days till my due date. Hitting the gym for legs today! 	1	0
Loving today's Maternity Special on #thismorning. It's making my heart melt with joy (& a few nerves as I'm due tomorrow!)  @thismorning 	1	0
Congratulations  @missjenjomet  and  @GregLake_  on the birth of your baby boy. My due date is today but I think baby is too comfy 	1	0
Your 2 months old today  your so big now compared to when you were first born 7 pounds 9 ounces now your mommys chunky man  I love you Jay 	1	0
Josh really just got mad that Meredith's water broke at 37 weeks and im 37 weeks today and mine hasnt broke 	1	0
She arrived July 27th at 5:13pm weighing 7lbs 4oz & 19 inches long 	1	0
Here is what is going on guys. Now I'm 40 weeks plus 5 days pregnant. http://youtu.be/Qm6UskvYc78 http://fb.me/6UFCP6nC3 	1	0
Miss Hadley Michelle Spaulding, 7.20.15, 1:43 pm born via c-section. 7 lbs 7 oz, 18 inches long and… https://instagram.com/p/5X4CePHk_C/ 	1	0
2 weeks until I'm due and I eat until I hate myself #pregnancyproblems #pregnancy #husbandisagreatchef #chickenwithnoodlesandartichokes 	1	0
His carseat came!!! Just in time too because I am 39 weeks today!   Because my girls hated their carseats as... http://fb.me/3gwEmfFBb 	1	0
@Rawkeyyyyy lmfao I feel you 100% I'm 37 weeks and still throw up every day  but this girl acting like she don't wanna come out  lol 	1	0
I really gave birth to an 8lbs & 14oz baby I can't believe it 	1	0
Meet Trudy... December 28th, 7:15am // 8lbs, 14oz // 21in //  http://instagram.com/p/iesTt-MbCn/ 	1	0
Happy mothers day to all mums and soon-to-be-mums. Just over 2 weeks til my due date! #MothersDay 	1	0
I am due in 4 days!! Click to see what my #mommy hospital essentials are! http://go.shr.lc/1I8xuFH #TryALittleGoodness #ad 	1	0
Today is my due date 	1	0
Welcome my baby boy Zahir 6 pounds 12 ounces  @6 :45pm 	1	0
I have 8 days until my due date (may 31st) do I 	1	0
@TheBlackStar  I'm 38 weeks pregnant & about to throw everything from  @Uverse  out in the fucking yard & tell them to come get it I'm so mad. 	1	0
Poppy Elizabeth Taylor. Born on 20th March 2016, at 5.27pm, weighing 6lb 7oz  my little princess is finally here 	1	0
Wow  I'm 37 weeks pregnant & this has got me excited to lose the baby weight once he arrives  xx 	1	0
I am 39 weeks pregnant and I'm exhausted, and I have a 1 year old. I don't have the energy to get my ass ready and cute. 	1	0
Carson James Daniel Maracle was born on April 2nd at 12:26AM weighing a whole 8 lbs 4 oz!! Mommy loves you tons!! 	1	0
I am 39 weeks pregnant, exhausted 99% of the time... DONT CALL ME!!!!!! 	1	0
The King Is Finally Here 7 Pounds 7oz 10:05pm I'm So In Love With My Little Man 	1	0
Omg I can't believe my due date is in 3 days!!!!! So exciting and yet so scared, I'm going to be a mom so very soon! 	1	0
HELLO to Tyler who arrived today @ 12pm weighing 9lbs 2oz just like his big sis!  he's gorgeous and a proper snuggle monster!  #newborn 	1	0
Holy shit I'm 37 weeks today! 3 more to go 	1	0
My due date is tomorrow and Elijah playing like he doesn't want to come out 	1	0
Joel William Isenhart Born 5-5-15 at 4:12AM 7lbs 3oz, 20 inches 	1	0
Only 6days till my due date ! But I think Liam is going to go past his due date :/ lol 	1	0
I'm 37 wks pregnant. I'd rather be seeing you guys then trapped in my house. #missyou 	1	0
My baby is finally here! 7lbs 8oz....love at first sight I love my baby girl more than anything in this whole world 	1	0
Emerson Nicholas Link  He was was born at 8:33pm on August 21st. He was 8 pounds & 14 ounces along with being 21 inches long! #BabyPixels 	1	0
38 weeks and 2 days! 11 days until my due date :3 http://fb.me/2ipXKNBEQ 	1	0
wow there's only 18 days til my due date 	1	0
My baby girl is here!! Mallory Taylor 8 pounds 5 ounces 	1	0
20 days till my due date... Uh wut? Where did the time go?? Why am I still not feeling it?  Why don't I have a car seat? 	1	0
I was in labor for 28 hours. Pushed for an hour to give birth to a 9 lb 4 oz baby out naturally without a single... http://fb.me/3To72GpOv 	1	0
Okay no longer taking guesses for the sbux card. If alex isn't here this week, I am being induced on the 27th! He is currently 8lb 13oz. 	1	0
Today is my due date 	1	0
My due date is tomorrow...  it's gunna be any day now, I'm so scared. 	1	0
My due date is in 20 days, so fucking crazy man. I just can't wait to see my beautiful baby girl 	1	0
18 days till my due date. 	1	0
So excited for my appointment today  I'm 39 weeks & 2 days 	1	0
I'm 39 weeks pregnant today  whenever you're ready little one 	1	0
Today I am 38 weeks pregnant!  In other words I could still be pregnant for another 4 weeks!!!!  I have to admit... http://fb.me/6uVSppg5j 	1	0
Aria was born 7lbs 9oz, 18in long on July 14th, 2016  Not even ashamed to say I cry just... https://instagram.com/p/BIWF4eyjwp3/ 	1	0
meet our baby girl Tenley Grace. She was born on 3-27-2016 at 7:27 a.m weighing 7lbs 11 oz and 22 inches long. 	1	0
I want olive garden and red lobster and donuts and my due date is in 10 days so I need everything before I no longer have an excuse 	1	0
Our sweet Aiden decided to come this morning at 2:45 weighing 6lbs - 10oz & 18 1/2 inches long. Levi is a proud BIG brother & in love!! 	1	0
People make out I'm super woman for having E naturally when he weighed 10lbs 5oz. In reality, his birth was easier than R who was 8lbs 4oz. 	1	0
Nevaeh Faith Patton. Born: 09|09|15 @9:05 pm, 7lbs & 8oz. My heaven on Earth, My EVERYTHING 	1	0
Today is my due date I should probably name my baby 	1	0
Making her worldly debut... Introducing Greta Ruth Schroeder. Born at 1:43 pm, weighing in at 8 pounds 10 ounces, m… 	1	0
My gorgeous baby boy is the spit of our Frankie  Born at 9:46am & Weighed 8lb 10oz. Absolutely in love with my 3 boys   @BradleyKirby86 	1	0
Jayden Ladre Smith.  born at 9:57 pm on aug.19,2014 7 pounds 9 ounces 191/2 inches long. i love this… http://instagram.com/p/r7S4xaJsyu/ 	1	0
I'm 39 weeks today It's finally hitting me that I no longer just have myself to worry about. Nervous but excited to start this next chapter 	1	0
@ATLangela  I wanted to go to the JT show but I'm 40 weeks pregnant (today is my due date) and couldn't chance it. Of course baby is not here 	1	0
My baby was born 10 lbs, 3 oz and people made linebacker jokes. My response varied from blank stare to "uh NOPE," depending on the joker. 	1	0
Thank you guys so much ! Welcome the newest edition. Baby Dexter, 7lbs 11ounces 	1	0
I am due tomorrow !!!!! Eeeeeeeek!! Come on baby 	1	0
Bella was born August 5th 2017 @ 3:46 a.m 7lbs13oz 191/2 inches long 	1	0
Holy crap, I'm full term today. And secretly hoping this baby comes tonight. (Not likely) C'mon super moon! Gravitational pull my baby OUT! 	1	0
8 Days Away From My Due Date But We Are Hoping You're Here Within These Next 4 Days Baby 	1	0
They did the same thing with my son. Said no more than 7 1/2 lbs. came out at 9 lb 4 oz 	1	0
Emi is one week old today and she's back up to birth weight..well she's slightly over. 7lbs 13oz. 	1	0
I've been doing that for weeks I'm due tomorrow I give up lol 	1	0
Hey guys guess what...? Today is my due date ;) 	1	0
13 days until my due date  come on Lilianah 	1	0
My baby is getting chunky . Her birth weight was 6 lb 3oz now 3 weeks later she's 7 lbs 13 oz ... 	1	0
I'm really 38 weeks pregnant ! Like I got 14 days until my due date and everybody poppin they babies out and I'm just at home lookin lame 	1	0
I got 16 days until my due date I'm so excited 	1	0
I'm 37 weeks today 	1	0
3 days until my due date.. why am I still pregnant 	1	0
From birth to six months, Squish has gone from:  6 lbs 15 oz and 19" long to.. 12 lbs 10 oz and… https://instagram.com/p/BNsjbD0hDI0/ 	1	0
Liam was born at 2:16am this morning, he is 6lbs, 8ounces and 21 inches long! 	1	0
1 week until my due date... I'm not even scared one bit 	1	0
4 days till my due date! Please come then or sooner baby boy Don't want to be induced... 	1	0
